evidence_side	billing_month	name_or_product	product_id	carrier_name	simple_carrier_name	price_or_row_count	price_values
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI CD (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI FS (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI HY HC (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI JL (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI MM (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI MZ (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI PV (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI PV 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI PV 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI RC (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI SG (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan DI VS (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan EC (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan EC PV (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan SP (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan VS ET (43) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan VS ET (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan VS PP (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan XY PP (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 300GB Plan ZN ET (WA)				1	62.0
EXCEL_PRODUCT	2026-03	ATT 60GB Plan AT SDP				1	32.0
EXCEL_PRODUCT	2026-03	TMO 100GB DI BU RC (WA)				1	43.0
EXCEL_PRODUCT	2026-03	TMO 100GB Plan AT (3) (2) (WA)				1	43.0
EXCEL_PRODUCT	2026-03	TMO 100GB Plan AT (3) (WA)				1	43.0
EXCEL_PRODUCT	2026-03	TMO 150GB Plan AT (1) (D) (WA)				1	43.0
EXCEL_PRODUCT	2026-03	TMO 300GB DI BU SL (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (1) (A) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (1) (A) 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (1) (A) 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (1) (B) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (1) (C) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (1) (D) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (2) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 300GB Plan AT (5) (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 40GB EC TB(WA)				1	21.0
EXCEL_PRODUCT	2026-03	TMO 500GB DI BU MG (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB DI BU MW (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB DI BU MW 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB DI BU MW 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB EC (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB Plan DI BU SG (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB VS BU (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB VS BU 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO 500GB VS BU 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO Unlimited TT (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO Unlimited TT 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-03	TMO Unlimited TT 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-03	USC Plus 300GB Plan DC (WA)				1	62.0
EXCEL_PRODUCT	2026-04	AT&T 100GB Plan RA (WA)				1	43.0
EXCEL_PRODUCT	2026-04	AT&T 125GB Plan ATM RA (WA)				1	43.0
EXCEL_PRODUCT	2026-04	AT&T 300GB Plan ATM RA (WA)				1	62.0
EXCEL_PRODUCT	2026-04	AT&T 300GB Plan ATM RT (WA)				1	62.0
EXCEL_PRODUCT	2026-04	AT&T 300GB Plan SP RA (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan AT TB T (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan DI CD (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan DI JL (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan DI MM (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan DI MZ (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan EC (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan PVP (33) (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan VS ET (39) (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 100GB Plan VS ET (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 125GB Plan DF ET (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 125GB Plan EC (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 125GB Plan ZN ET (WA)				1	43.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan AT PP (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan ATM RA 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DF BU (4) (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DF BU (5) (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DF BU (6) (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DF ET (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DI CA (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DI PV 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DI PV 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan DI SL (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 300GB Plan XY PP (WA)				1	62.0
EXCEL_PRODUCT	2026-04	ATT 60GB Plan AT SDP				1	32.0
EXCEL_PRODUCT	2026-04	ATT Unlimited Plan DI MZ (WA)				1	43.0
EXCEL_PRODUCT	2026-04	TMO 100GB Plan AT (3) (2) (WA)				1	43.0
EXCEL_PRODUCT	2026-04	TMO 100GB Plan AT (3) (WA)				1	43.0
EXCEL_PRODUCT	2026-04	TMO 150GB Plan AT (1) (B) (WA)				1	43.0
EXCEL_PRODUCT	2026-04	TMO 150GB Plan AT (1) (D) (WA)				1	43.0
EXCEL_PRODUCT	2026-04	TMO 300GB DI BU SL (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 300GB Plan AT (1) (A) 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 300GB Plan AT (1) (A) 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 300GB Plan AT (1) (B) (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 300GB Plan AT (1) (D) (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 300GB Plan AT (5) (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 40GB EC TB(WA)				1	21.0
EXCEL_PRODUCT	2026-04	TMO 500GB DI BU MW (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 500GB DI BU MW 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 500GB DI BU MW 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 500GB Plan DI BU SG (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 500GB VS BU 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO 500GB VS BU 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO Unlimited SMP (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO Unlimited SMP SM (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO Unlimited TT (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO Unlimited TT 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-04	TMO Unlimited TT 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-05	AT&T 100GB Plan RA (WA)				1	43.0
EXCEL_PRODUCT	2026-05	AT&T 150GB Plan ATM RA (WA)				1	43.0
EXCEL_PRODUCT	2026-05	AT&T 300GB Plan ATM RA (WA)				1	62.0
EXCEL_PRODUCT	2026-05	AT&T 300GB Plan ATM RT (WA)				1	62.0
EXCEL_PRODUCT	2026-05	AT&T 300GB Plan SP RA (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan AT TB T (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan DI CD (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan DI JL (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan DI MM (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan DI MZ (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan EC (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan PVP (33) (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan VS ET (39) (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 100GB Plan VS ET (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 125GB Plan DF ET (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 125GB Plan EC (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 125GB Plan ZN ET (WA)				1	43.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan AT PP (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan ATM RA 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DF BU (4) (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DF BU (5) (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DF BU (6) (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DI CA (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DI PV 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DI PV 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan DI SL (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 300GB Plan XY PP (WA)				1	62.0
EXCEL_PRODUCT	2026-05	ATT 60GB Plan AT SDP (WA)				1	32.0
EXCEL_PRODUCT	2026-05	ATT Unlimited Plan DI MZ (WA)				1	43.0
EXCEL_PRODUCT	2026-05	TMO 100GB Plan AT (3) (2) (WA)				1	43.0
EXCEL_PRODUCT	2026-05	TMO 100GB Plan AT (3) (WA)				1	43.0
EXCEL_PRODUCT	2026-05	TMO 150GB Plan AT (1) (B) (WA)				1	43.0
EXCEL_PRODUCT	2026-05	TMO 150GB Plan AT (1) (D) (WA)				1	43.0
EXCEL_PRODUCT	2026-05	TMO 300GB DI BU SL (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 300GB Plan AT (1) (A) 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 300GB Plan AT (1) (A) 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 300GB Plan AT (1) (B) (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 300GB Plan AT (1) (D) (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 300GB Plan AT (5) (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 40GB EC TB(WA)				1	21.0
EXCEL_PRODUCT	2026-05	TMO 500GB DI BU MW (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 500GB DI BU MW 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 500GB DI BU MW 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 500GB Plan DI BU SG (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 500GB VS BU 5G (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO 500GB VS BU 5G2 (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO Unlimited SMP (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO Unlimited SMP SM (WA)				1	62.0
EXCEL_PRODUCT	2026-05	TMO Unlimited TT (WA)				1	62.0
PLATFORM_PRODUCT	2026-03	AT&T 100GB Plan RA (PI)	600111178	America AT&T	AT&T	66	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	AT&T 100GB Plan RA (WA)	600111138	America AT&T	AT&T	184	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	AT&T 150GB Plan ATM RA (WA)	600111145	America AT&T	AT&T	532	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	AT&T 150GB Plan ATM RT (WA)	600111087	America AT&T	AT&T	275	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	AT&T 150GB Plan SP RA (WA)	600111150	America AT&T	AT&T	210	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	AT&T 300GB Plan ATM RA (WA)	600111155	America AT&T	AT&T	602	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	AT&T 300GB Plan HX RT (333) (PI)	600111139	America AT&T	AT&T	333	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	AT&T 300GB Plan RA (PI)	600111116	America AT&T	AT&T	138	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan AT TB T (WA)	60011690	America AT&T	AT&T	50	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan DI CD (WA)	600111132	America AT&T	AT&T	64	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan DI JL (WA)	600111134	America AT&T	AT&T	48	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan DI MM (WA)	600111130	America AT&T	AT&T	41	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan DI MZ (WA)	600111135	America AT&T	AT&T	3	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan EC (WA)	600111136	America AT&T	AT&T	212	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan PVP (33) (WA)	600111121	America AT&T	AT&T	285	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan PVP (36) (WA)	600111124	America AT&T	AT&T	3	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan VS ET (39) (WA)	600111148	America AT&T	AT&T	386	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan VS ET (WA)	600111126	America AT&T	AT&T	203	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 100GB Plan VS ET 5G (WA)	600111170	America AT&T	AT&T	1	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 125GB Plan DF ET (WA)	60011838	America AT&T	AT&T	613	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 125GB Plan EC (WA)	600111147	America AT&T	AT&T	61	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 125GB Plan ZN ET (WA)	600111153	America AT&T	AT&T	185	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 200GB Plan ZN ET (PI)	600111152	America AT&T	AT&T	82	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan AT PP (WA)	60011436	America AT&T	AT&T	200	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan ATM RA 5G2 (WA)	600111069	America AT&T	AT&T	12	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DC (2) (PI)	60011986	America AT&T	AT&T	114	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DC (PI)	60011785	America AT&T	AT&T	342	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DC RA (PI)	600111154	America AT&T	AT&T	10	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF (2) (PI)	60011922	America AT&T	AT&T	70	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF (PI)	60011981	America AT&T	AT&T	284	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (2) (PI)	600111113	America AT&T	AT&T	29	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (3) (PI)	600111114	America AT&T	AT&T	23	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (4) (PI)	600111179	America AT&T	AT&T	34	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (4) (WA)	600111115	America AT&T	AT&T	34	62.0@monthly=6.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (5) (PI)	600111180	America AT&T	AT&T	10	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (5) (WA)	600111123	America AT&T	AT&T	10	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (9) (PI)	600111190	America AT&T	AT&T	11	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF BU (PI)	600111093	America AT&T	AT&T	25	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DF ET (WA)	60011783	America AT&T	AT&T	339	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI 1A (PI)	60011993	America AT&T	AT&T	89	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI CD (PI)	60011494	America AT&T	AT&T	62	62.0@monthly=<NULL>
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI FS (PI)	600111128	America AT&T	AT&T	87	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI HY HC (PI)	60011777	America AT&T	AT&T	41	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI JL (PI)	60011444	America AT&T	AT&T	59	62.0@monthly=<NULL>
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI LW (PI)	600111161	America AT&T	AT&T	84	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI MM (PI)	60011500	America AT&T	AT&T	56	62.0@monthly=<NULL>
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI PV (PI)	60011992	America AT&T	AT&T	137	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI PV 5G (WA)	600111072	America AT&T	AT&T	1	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI PV 5G2 (WA)	600111082	America AT&T	AT&T	1	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI RC (PI)	600111111	America AT&T	AT&T	71	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI SG (PI)	60011860	America AT&T	AT&T	142	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI SL (PI)	600111133	America AT&T	AT&T	50	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan DI VS (PI)	60011516	America AT&T	AT&T	82	62.0@monthly=<NULL>
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan EC (PI)	60011373	America AT&T	AT&T	21	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan EC PV (PI)	60011379	America AT&T	AT&T	24	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan SP (PI)	60011612	America AT&T	AT&T	319	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan VS ET  (WA)	60011858	America AT&T	AT&T	141	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan VS PP (PI)	60011437	America AT&T	AT&T	61	62.0@monthly=<NULL>
PLATFORM_PRODUCT	2026-03	ATT 300GB Plan XY PP (WA)	60011515	America AT&T	AT&T	511	62.0@monthly=<NULL>
PLATFORM_PRODUCT	2026-03	ATT 60GB Plan AT SDP (WA)	600111142	America AT&T	AT&T	400	32.0@monthly=32.0
PLATFORM_PRODUCT	2026-03	ATT Unlimited Plan DI MZ (WA)	60011921	America AT&T	AT&T	154	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 100GB Plan AT (3) (2) (WA)	60011893	America T-Mobile	T-Mobile	240	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 100GB Plan AT (3) (WA)	60011878	America T-Mobile	T-Mobile	260	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 150GB Plan AT (1) (A) (WA)	600111214	America T-Mobile	T-Mobile	2	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 150GB Plan AT (1) (B) (WA)	600111167	America T-Mobile	T-Mobile	400	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 150GB Plan AT (1) (B) (WA)	60011887	America T-Mobile	T-Mobile	615	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 150GB Plan AT (1) (D) (WA)	600111149	America T-Mobile	T-Mobile	375	43.0@monthly=43.0
PLATFORM_PRODUCT	2026-03	TMO 300GB DI BU RC (PI)	600111162	America T-Mobile	T-Mobile	20	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB DI BU SL (WA)	600111146	America T-Mobile	T-Mobile	47	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (1) (A) (PI)	60011882	America T-Mobile	T-Mobile	601	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (1) (A) 5G (WA)	600111077	America T-Mobile	T-Mobile	1	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (1) (A) 5G2 (WA)	600111084	America T-Mobile	T-Mobile	1	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (1) (C) (PI)	60011888	America T-Mobile	T-Mobile	349	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (1) (D) (PI)	600111177	America T-Mobile	T-Mobile	180	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (1) (D) (WA)	60011889	America T-Mobile	T-Mobile	162	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (2) (PI)	60011883	America T-Mobile	T-Mobile	230	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 300GB Plan AT (5) (WA)	60011521	America T-Mobile	T-Mobile	100	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 40GB EC TB(WA)	60011818	America T-Mobile	T-Mobile	75	21.0@monthly=21.0
PLATFORM_PRODUCT	2026-03	TMO 500GB DI BU MG (PI)	60011891	America T-Mobile	T-Mobile	115	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 500GB DI BU MW (WA)	600111002	America T-Mobile	T-Mobile	289	62.0@monthly=62.0
PLATFORM_PRODUCT	2026-03	TMO 500GB DI BU MW 5G (WA)	600111075	America T-Mobile	T-Mobile	1	62.0@monthly=62.0
