check_name	platform_month	platform_product_id	supplier_id	product_name	row_count	imsi_count	min_start	max_end	source_package_price	product_monthly_rent
cycle_product_mapping		60011002	573	Australia Telstra 55GB Plan (5G)	65	65	11/05/2025 13:00:00	03/26/2026 13:00:00	0.0	
cycle_product_mapping		60011030	513	Singapore SingTel 60GB Plan	8	8	11/30/2025 16:00:00	12/31/2025 16:00:00	0.0	38.0
cycle_product_mapping		60011044	486	UK VDF 30GB Plan (5G)	96	68	11/01/2025 00:00:00	01/01/2026 00:00:00	0.0	14.6
cycle_product_mapping		60011046	616	Taiwan TW Mobile Unlimited Plan	12	3	11/02/2025 16:00:00	03/02/2026 16:00:00	0.0	480.0
cycle_product_mapping		60011065	616	Taiwan FET Unlimited Plan	40	10	11/23/2025 16:00:00	03/23/2026 16:00:00	0.0	540.0
cycle_product_mapping		600111001	650	Nigeria MTN 75GB Plan	68	17	11/23/2025 23:00:00	03/23/2026 23:00:00	0.0	60.0
cycle_product_mapping		600111002	2275	TMO 500GB DI BU MW (WA)	1148	287	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111003	2417	Thailand AIS 100GB Plan (5G)	306	84	11/20/2025 17:00:00	03/20/2026 17:00:00	0.0	
cycle_product_mapping		600111004	212	Nigeria Airtel 40GB Plan (5G)	52	13	11/10/2025 23:00:00	03/10/2026 23:00:00	0.0	
cycle_product_mapping		600111005	2275	ATT 300GB Plan AX HS (WA)	1	1	11/22/2025 05:00:00	12/22/2025 05:00:00	0.0	62.0
cycle_product_mapping		600111015	2434	Japan Docomo Unlimited(MAYA)	480	120	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111016	2434	Japan Rakuten 100GB (5G)(MAYA)	632	158	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111018	2434	Japan Softbank 50GB(MAYA)	80	20	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111019	2417	Thailand TrueMove 100GB Plan (5G)	292	73	11/02/2025 17:00:00	03/02/2026 17:00:00	0.0	
cycle_product_mapping		600111022	2417	Brazil Vivo 40GB Plan	1	1	01/01/2026 03:00:00	02/01/2026 03:00:00	0.0	
cycle_product_mapping		600111023	2446	Wirelesslogic IOT Roaming test	8	2	11/24/2025 00:00:00	03/24/2026 00:00:00	0.0	
cycle_product_mapping		600111024	2333	Japan Docomo PPU（For TS only）	800	200	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	80.0
cycle_product_mapping		600111027	2469	Taiwan FarEasTone Unlimited Plan	60	15	11/30/2025 16:00:00	03/31/2026 16:00:00	0.0	200.0
cycle_product_mapping		600111028	2469	Taiwan Mobile Unlimited Plan	60	15	11/30/2025 16:00:00	03/31/2026 16:00:00	0.0	300.0
cycle_product_mapping		600111031	2435	Japan SoftBank 20GB (TS)	2000	500	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111032	2435	Japan SoftBank 50GB (TS)	3996	999	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111033	2435	Japan SoftBank 100GB (TS)	6400	1600	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111034	2435	Japan Rakuten 100GB (TS)	999	999	02/28/2026 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111035	2435	Japan Docomo 10GB (TS)	800	200	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111036	2435	Japan KDDI 10GB (TS)	800	200	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111041	2434	Japan Rakuten MVNO 100GB (5G)(MAYA)	40	10	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111046	2446	Wirelesslogic 10GB Roaming test 	6	3	09/07/2025 05:00:00	03/06/2026 05:00:00	0.0	
cycle_product_mapping		600111058	2415	USA TMO 30GB HLD PLAN SIMO (5G) SDP	1026	414	11/01/2025 05:00:00	03/01/2026 05:00:00	0.0	
cycle_product_mapping		600111062	2333	CSL Global 100GB PPU (5G) for factory only	812	203	11/30/2025 16:00:00	03/31/2026 16:00:00	0.0	0.57
cycle_product_mapping		600111063	2465	Palau Testing Card 8GB	2	2	02/03/2026 15:00:00	02/10/2026 15:00:00	0.0	
cycle_product_mapping		600111065	2434	Japan Softbank 50GB( 5G)(MAYA)	2120	530	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111066	2434	Japan KDDI 20GB(MAYA)	396	99	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111068	573	Cambodia Metfone 50GB Plan (5G)	8	2	11/18/2025 17:00:00	03/18/2026 17:00:00	0.0	
cycle_product_mapping		600111069	2275	ATT 300GB Plan ATM RA 5G2 (WA)	15	10	11/24/2025 05:00:00	03/24/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111072	2275	ATT 300GB Plan DI PV 5G (WA)	4	1	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111074	2275	TMO Unlimited TT 5G (WA)	6	3	11/19/2025 05:00:00	03/19/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111075	2275	TMO 500GB DI BU MW 5G (WA)	4	1	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111077	2275	TMO 300GB Plan AT (1) (A) 5G (WA)	4	1	11/01/2025 05:00:00	03/01/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111078	2275	TMO 500GB VS BU 5G (WA)	4	1	11/01/2025 05:00:00	03/01/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111079	650	Poland Plus 100GB Plan (5G)	200	50	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	13.0
cycle_product_mapping		600111080	2275	AT&T 300GB Plan HX RT 5G2 (WA)	2	1	11/24/2025 05:00:00	01/24/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111082	2275	ATT 300GB Plan DI PV 5G2 (WA)	4	1	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111083	2275	TMO Unlimited TT 5G2 (WA)	4	1	11/19/2025 05:00:00	03/19/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111084	2275	TMO 300GB Plan AT (1) (A) 5G2 (WA)	4	1	11/01/2025 05:00:00	03/01/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111085	2275	TMO 500GB DI BU MW 5G2 (WA)	4	1	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111086	2275	TMO 500GB VS BU 5G2 (WA)	4	1	11/01/2025 05:00:00	03/01/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111087	2275	AT&T 150GB Plan ATM RT (WA)	1100	275	11/04/2025 05:00:00	03/04/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111089	2415	USA TMO 120GB HLD PLAN (5G)	12	3	11/01/2025 05:00:00	03/01/2026 05:00:00	0.0	
cycle_product_mapping		600111090	2254	AT&T Postpaid Plan (5G) for VIP testing	12	3	11/02/2025 07:00:00	03/02/2026 07:00:00	0.0	
cycle_product_mapping		600111091	2254	AT&T Prepaid 30GB Plan (5G)	387	141	11/20/2025 06:00:00	03/20/2026 06:00:00	0.0	
cycle_product_mapping		600111092	2254	T-Mobile Prepaid 40GB Plan (5G) (SDP)	15	5	11/06/2025 06:00:00	02/04/2026 06:00:00	0.0	
cycle_product_mapping		600111093	2275	ATT 300GB Plan DF BU (PI)	152	39	11/13/2025 05:00:00	03/17/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111095	212	UK EE Unlimited Plan (5G) for VDF testing 	12	3	11/01/2025 00:00:00	03/01/2026 00:00:00	0.0	
cycle_product_mapping		600111098	486	UK O2 30GB Plan (5G) for VDF testing	6	3	11/01/2025 00:00:00	01/01/2026 00:00:00	0.0	12.6
cycle_product_mapping		600111099	650	Poland Orange 75GB Plan (5G)	200	50	11/30/2025 23:00:00	03/31/2026 23:00:00	0.0	13.0
cycle_product_mapping		600111101	212	Egypt WE 50GB Plan (5G)	14	5	11/02/2025 22:00:00	03/02/2026 22:00:00	0.0	
cycle_product_mapping		600111102	2434	Japan Softbank 50GB 5G(SKY)	2300	600	11/30/2025 15:00:00	03/31/2026 15:00:00	0.0	
cycle_product_mapping		600111104	667	TMO 2GB Testing	5	5	11/13/2025 19:00:00	12/13/2025 19:00:00	0.0	
cycle_product_mapping		600111105	2233	KPN  for SRSIM testing	52	52	11/29/2025 21:00:00	12/30/2025 21:00:00	0.0	
cycle_product_mapping		600111106	2233	VDF for SRSIM testing	113	113	11/29/2025 16:00:00	12/29/2025 16:00:00	0.0	999.0
cycle_product_mapping		600111108	2275	ATT 300GB Plan EC TB（WA)	2	1	11/01/2025 05:00:00	01/01/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111109	2275	AT&T 300GB Plan Air Test (WA)	6	3	11/04/2025 05:00:00	01/06/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111110	3	for Wireless logic testing	20	5	11/17/2025 05:00:00	03/17/2026 05:00:00	0.0	
cycle_product_mapping		600111111	2275	ATT 300GB Plan DI RC (PI)	355	71	11/01/2025 05:00:00	03/21/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111112	2349	T-Mobile PPU	2	2	11/26/2025 08:00:00	12/26/2025 08:00:00	0.0	
cycle_product_mapping		600111113	2275	ATT 300GB Plan DF BU (2) (PI)	246	101	11/01/2025 05:00:00	03/22/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111114	2275	ATT 300GB Plan DF BU (3) (PI)	115	23	11/06/2025 05:00:00	03/06/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111115	2275	ATT 300GB Plan DF BU (4) (WA)	105	35	12/01/2025 05:00:00	03/01/2026 05:00:00	0.0	6.0
cycle_product_mapping		600111116	2275	AT&T 300GB Plan RA (PI)	282	72	11/06/2025 05:00:00	03/06/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111117	212	UK Vodafone Unlimited Plan (5G)	20	10	01/01/2026 00:00:00	03/01/2026 00:00:00	0.0	
cycle_product_mapping		600111118	212	UK O2 Unlimited Plan (5G)	30	10	12/01/2025 00:00:00	03/01/2026 00:00:00	0.0	30.0
cycle_product_mapping		600111119	2275	ATT 100GB Plan DF ET (43) (WA)	566	197	11/20/2025 05:00:00	02/26/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111120	2275	ATT 100GB Plan VS ET (43) (WA)	315	105	11/18/2025 05:00:00	02/27/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111121	2275	ATT 100GB Plan PVP (33) (WA)	1134	457	11/05/2025 05:00:00	03/29/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111122	212	Poland Play 100GB Plan (5G)	344	86	11/14/2025 23:00:00	03/14/2026 23:00:00	0.0	
cycle_product_mapping		600111123	2275	ATT 300GB Plan DF BU (5) (WA)	38	10	12/01/2025 05:00:00	03/03/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111124	2275	ATT 100GB Plan PVP (36) (WA)	90	39	12/05/2025 05:00:00	03/28/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111126	2275	ATT 100GB Plan VS ET (WA)	733	299	11/09/2025 05:00:00	03/28/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111127	667	TMO Pool 1.5TB (20GB/SIM)	300	100	12/01/2025 05:00:00	03/01/2026 05:00:00	0.0	
cycle_product_mapping		600111128	2275	ATT 300GB Plan DI FS (PI)	348	87	12/01/2025 05:00:00	03/13/2026 05:00:00	0.0	62.0
cycle_product_mapping		600111130	2275	ATT 100GB Plan DI MM (WA)	171	49	11/29/2025 05:00:00	03/29/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111131	2275	ATT 50GB Plan DI MM (WA) (For SDP)	1	1	11/29/2025 05:00:00	12/29/2025 05:00:00	0.0	32.0
cycle_product_mapping		600111132	2275	ATT 100GB Plan DI CD (WA)	192	64	12/11/2025 05:00:00	03/11/2026 05:00:00	0.0	43.0
cycle_product_mapping		600111133	2275	ATT 300GB Plan DI SL (PI)	89	50	12/01/2025 05:00:00	03/25/2026 05:00:00	0.0	43.0
