sample_type	imsi	detail_source_file	prorated_source_file	detail_iccid	prorated_iccid	detail_product_name	prorated_product_name	detail_cycle_start	detail_cycle_end	prorated_cycle_start	prorated_cycle_end	detail_final_start	detail_final_end	prorated_final_start	prorated_final_end	detail_days	prorated_usage_days	detail_price	prorated_price	detail_amount	prorated_final_charge_for_usage_days	pending_charge	same_source_file	same_source_imsi_cycle_key	same_source_imsi_cycle_final_key	same_common_exact_key	difference_classification
IMSI_OVERLAP_SAMPLE	083901143008430841	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-19	2026-03-03	31.000000000000	18.000000000000	43.000000000000	43.000000000000	43.000000000000	27.642857142857	6.142857142857	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901143008438757	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-19	2026-03-03	31.000000000000	22.000000000000	43.000000000000	43.000000000000	43.000000000000	33.785714285714	7.675714285714	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901143008439712	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-19	2026-03-03	31.000000000000	18.000000000000	43.000000000000	43.000000000000	43.000000000000	27.642857142857	1.532857142857	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901143008439722	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-19	2026-03-03	31.000000000000	28.000000000000	43.000000000000	43.000000000000	43.000000000000	43.000000000000	13.820000000000	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901143008439731	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-19	2026-03-03	31.000000000000	24.000000000000	43.000000000000	43.000000000000	43.000000000000	36.857142857143	3.067142857143	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901143008439741	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-19	2026-03-03	31.000000000000	14.000000000000	43.000000000000	43.000000000000	43.000000000000	21.500000000000	1.540000000000	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901144006265895	SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx			AT&T 150GB Plan ATM RA (WA)	AT&T 150GB Plan ATM RA (WA)	2026-08-04	2026-09-03	2026-07-04	2026-08-03	2026-08-04	2026-09-03	2026-07-06	2026-08-03	31.000000000000	31.000000000000	43.000000000000	43.000000000000	43.000000000000	43.000000000000	1.390000000000	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901144006950406	SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx			AT&T 150GB Plan ATM RA (WA)	AT&T 150GB Plan ATM RA (WA)	2026-08-04	2026-09-03	2026-07-04	2026-08-03	2026-08-04	2026-09-03	2026-07-06	2026-08-03	31.000000000000	31.000000000000	43.000000000000	43.000000000000	43.000000000000	43.000000000000	1.390000000000	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901144012174367	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx			AT&T 125GB Plan ATM RA (WA)	AT&T 125GB Plan ATM RA (WA)	2026-03-04	2026-04-03	2026-02-04	2026-03-03	2026-03-04	2026-04-03	2026-02-24	2026-03-03	31.000000000000	10.000000000000	43.000000000000	43.000000000000	43.000000000000	15.357142857143	3.067142857143	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
IMSI_OVERLAP_SAMPLE	083901144025199730	SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx			AT&T 150GB Plan ATM RA (WA)	AT&T 150GB Plan ATM RA (WA)	2026-08-04	2026-09-03	2026-07-04	2026-08-03	2026-08-04	2026-09-03	2026-07-06	2026-08-03	31.000000000000	30.000000000000	43.000000000000	43.000000000000	43.000000000000	41.612903225806	1.382903226000	1	0	0	0	SAME_SOURCE_IMSI_ONLY: same file/card but different cycle/date
