result_section	row_type	excel_row_id	excel_source_file	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	snapshot_lifecycle_status_values	snapshot_dispatch_status_values	platform_only_row_id
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012070388		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	1
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012070803		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	2
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071007		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	3
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071025		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	4
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071441		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	5
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071454		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	6
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071798		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	7
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071871		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Dispatched,Unavailable	8
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012071922		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	9
ROW_LEVEL	PLATFORM_ONLY			2025-12		083901144012072489		60011828	2275		ATT 300GB Plan AX (WA)	PLATFORM_ONLY					31.000000000000		62.000000000000		62.0				RULE_PLATFORM_CYCLE_WINDOW	PLATFORM_CYCLE_CANDIDATE	PLATFORM_ONLY	simo_prod.ods.resource_res_vsim_cycle_history	2025-11-22	2025-12-22			Cooling,Ready,Ready for Removal,Suspended	Available,Dispatched,Unavailable	10
