result_type	excel_row_id	excel_source_file	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	cycle_best_candidate_count	cycle_best_candidate_product_count	cycle_best_candidate_product_ids	platform_price_value_count	platform_price_values	snapshot_product_count	snapshot_platform_product_ids	snapshot_lifecycle_status_values	snapshot_dispatch_status_values	excel_offstock_date	excel_new_card_imsi_replacement	excel_old_card_imsi_replaced
EXCEL_DETAIL_CANDIDATE	5001	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060793566		60011858	2275	ATT 300GB Plan VS ET (43) (WA)	ATT 300GB Plan VS ET  (WA)	Full Cycle Charge		2026-02-07	2026-03-06	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-07	2026-03-07			1	1	60011858	1	62.000000000000	1	60011858	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5002	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060793629		600111126	2275	ATT 100GB Plan VS ET (45) (WA)	ATT 100GB Plan VS ET (WA)	Full Cycle Charge		2026-02-24	2026-03-23	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-24	2026-03-24			1	1	600111126	1	43.000000000000	1	600111126	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5003	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060794973		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-22	2026-03-21	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-22	2026-03-22			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5004	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060797145		600111126	2275	ATT 100GB Plan VS ET (45) (WA)	ATT 100GB Plan VS ET (WA)	Full Cycle Charge		2026-02-28	2026-03-27	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-28	2026-03-28			1	1	600111126	1	43.000000000000	1	600111126	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5005	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060798793		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-17	2026-03-16	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-17	2026-03-17			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5006	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060799538		60011783	2275	ATT 300GB Plan DF ET (43) (WA)	ATT 300GB Plan DF ET (WA)	Full Cycle Charge		2026-02-14	2026-03-13	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-14	2026-03-14			1	1	60011783	1	62.000000000000	1	60011783	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5007	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060852714		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-27	2026-03-26	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-27	2026-03-27			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5008	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060853650		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-27	2026-03-26	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-27	2026-03-27			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5009	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060855414		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-24	2026-03-23	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-24	2026-03-24			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5010	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060855574		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-17	2026-03-16	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-17	2026-03-17			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5011	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060860990		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-26	2026-03-25	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-26	2026-03-26			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5012	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060862986		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-03	2026-03-02	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-03	2026-03-03			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5013	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060873780		60011858	2275	ATT 300GB Plan VS ET (43) (WA)	ATT 300GB Plan VS ET  (WA)	Full Cycle Charge		2026-02-12	2026-03-11	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-12	2026-03-12			1	1	60011858	1	62.000000000000	1	60011858	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5014	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060875563		600111148	2275	ATT 100GB Plan VS ET (39) (WA)	ATT 100GB Plan VS ET (39) (WA)	Full Cycle Charge		2026-02-24	2026-03-23	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-24	2026-03-24			1	1	600111148	1	43.000000000000	1	600111148	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5015	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060878742		600111126	2275	ATT 100GB Plan VS ET (45) (WA)	ATT 100GB Plan VS ET (WA)	Full Cycle Charge		2026-02-19	2026-03-18	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-19	2026-03-19			1	1	600111126	1	43.000000000000	1	600111126	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5016	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060880028		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-10	2026-03-09	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-10	2026-03-10			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5017	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060880353		60011783	2275	ATT 300GB Plan DF ET (43) (WA)	ATT 300GB Plan DF ET (WA)	Full Cycle Charge		2026-02-21	2026-03-20	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-21	2026-03-21			1	1	60011783	1	62.000000000000	1	60011783	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5018	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060881484		60011783	2275	ATT 300GB Plan DF ET (43) (WA)	ATT 300GB Plan DF ET (WA)	Full Cycle Charge		2026-02-08	2026-03-07	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-08	2026-03-08			1	1	60011783	1	62.000000000000	1	60011783	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5019	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060881498		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-11	2026-03-10	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-11	2026-03-11			1	1	60011838	1	43.000000000000	1	60011838	Ready	Dispatched			
EXCEL_DETAIL_CANDIDATE	5020	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060882589		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-17	2026-03-16	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-17	2026-03-17			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5021	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060882854		60011838	2275	ATT 100GB Plan DF ET (43) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-25	2026-03-24	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-25	2026-03-25			1	1	60011838	1	43.000000000000	2	600111119,60011838	Cooling,Ready,Cooling,Ready,Ready for Removal	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5022	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060883155		60011858	2275	ATT 300GB Plan VS ET (43) (WA)	ATT 300GB Plan VS ET  (WA)	Full Cycle Charge		2026-02-07	2026-03-06	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-07	2026-03-07			1	1	60011858	1	62.000000000000	1	60011858	Ready	Dispatched			
EXCEL_DETAIL_CANDIDATE	5023	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060884866		60011783	2275	ATT 300GB Plan DF ET (43) (WA)	ATT 300GB Plan DF ET (WA)	Full Cycle Charge		2026-02-09	2026-03-08	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-09	2026-03-09			1	1	60011783	1	62.000000000000	1	60011783	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5024	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060885050		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-16	2026-03-15	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-16	2026-03-16			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5025	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060885535		600111121	2275	ATT 100GB Plan PVP (33) (WA)	ATT 100GB Plan PVP (33) (WA)	Full Cycle Charge		2026-02-14	2026-03-13	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-14	2026-03-14			1	1	600111121	1	43.000000000000	1	600111121	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5026	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060886281		600111126	2275	ATT 100GB Plan VS ET (45) (WA)	ATT 100GB Plan VS ET (WA)	Full Cycle Charge		2026-02-19	2026-03-18	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-19	2026-03-19			1	1	600111126	1	43.000000000000	1	600111126	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5027	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060887079		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-16	2026-03-15	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-16	2026-03-16			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5028	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060887539		60011838	2275	ATT 125GB Plan DF ET (45) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-21	2026-03-20	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-21	2026-03-21			1	1	60011838	1	43.000000000000	1	60011838	Cooling,Depleted,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5029	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060889756		60011838	2275	ATT 125GB Plan DF ET (43) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-09	2026-03-08	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-09	2026-03-09			1	1	60011838	1	43.000000000000	3	600111151,60011783,60011838	Cooling,Depleted,Ready,Suspended,Ready,Suspended	Available,Available,Dispatched,Unavailable,Unavailable			
EXCEL_DETAIL_CANDIDATE	5030	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060891151		60011858	2275	ATT 300GB Plan VS ET (43) (WA)	ATT 300GB Plan VS ET  (WA)	Full Cycle Charge		2026-02-17	2026-03-16	28.000000000000		62.000000000000	62.000000000000	62.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-17	2026-03-17			1	1	60011858	1	62.000000000000	1	60011858	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5031	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060892245		600111126	2275	ATT 100GB Plan VS ET (45) (WA)	ATT 100GB Plan VS ET (WA)	Full Cycle Charge		2026-02-28	2026-03-27	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-28	2026-03-28			1	1	600111126	1	43.000000000000	1	600111126	Cooling,Ready	Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE	5032	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	2026-02	083901516060892783		60011838	2275	ATT 125GB Plan DF ET (43) (WA)	ATT 125GB Plan DF ET (WA)	Full Cycle Charge		2026-02-09	2026-03-08	28.000000000000		43.000000000000	43.000000000000	43.000000000000			0E-11		RULE_FULL_CYCLE_OVERLAP_UNRESOLVED	UNRESOLVED_CYCLE_DATE_NOT_EXACT	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2026-02-09	2026-03-09			1	1	60011838	1	43.000000000000	3	600111151,60011783,60011838	Cooling,Depleted,Ready,Suspended,Depleted,Suspended	Available,Dispatched,Unavailable,Unavailable			
