result_type	row_grain	row_count	distinct_imsi_count	excel_row_id	source_file	invoice_batch_label	official_excel_billing_month	observed_start_month	imsi	excel_product_id	platform_product_id	platform_supplier_id	excel_product_name	platform_product_name	excel_charge_type	excel_new_activation_date	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	cycle_best_candidate_count	cycle_best_candidate_product_count	cycle_best_candidate_product_ids	platform_price_value_count	platform_price_values	snapshot_product_count	snapshot_platform_product_ids	snapshot_lifecycle_status_values	snapshot_dispatch_status_values	excel_offstock_date	excel_new_card_imsi_replacement	excel_old_card_imsi_replaced
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12573	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144004491727				ATT 300GB Plan DI 1A (WA)		Full Cycle Charge		2025-12-23	2026-01-22	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY																	
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12574	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144004696834				ATT 300GB Plan DI 1A (WA)		Full Cycle Charge		2025-12-23	2026-01-22	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY																	
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12575	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144004897746				ATT 300GB Plan DI 1A (WA)		Full Cycle Charge		2025-12-23	2026-01-22	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY																	
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12576	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006050179		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	1	1	600111134	1	43.000000000000	2	600111130,600111134	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable			
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12577	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006050957				ATT 300GB Plan EC PV (WA)		Full Cycle Charge		2025-12-14	2026-01-13	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY																	
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12578	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006051081		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	1	1	600111134	1	43.000000000000	2	600111130,600111134	Ready,Ready,Ready for Removal,Suspended	Available,Dispatched,Available,Dispatched,Unavailable			
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12579	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006053769		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	1	1	600111134	1	43.000000000000	2	600111130,600111134	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable			
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12580	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006055185				ATT 300GB Plan EC PV (WA)		Full Cycle Charge		2025-12-14	2026-01-13	31.000000000000		62.000000000000		62.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	WA_ONLY_NO_WA_PLATFORM_CARD_IN_TARGET_WINDOW	WA_ONLY																	
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12581	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006055537		600111132	2275	ATT 100GB Plan DI CD (WA)	ATT 100GB Plan DI CD (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-10	20.000000000000	21	43.000000000000	43.000000000000	27.741935483871	29.1290322581	1.00000000000	0E-11	1.38709677423	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-11	2026-01-11	2025-12-21	1	1	1	600111132	1	43.000000000000	2	600111130,600111132	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable			
EXCEL_DETAIL_CANDIDATE_REVISION	invoice_row	1	1	12582	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	2025-12	2025-12	083901144006055575		600111134	2275	ATT 100GB Plan DI JL (WA)	ATT 100GB Plan DI JL (WA)	New Activation: Prorated-in Charge	2025-12-22	2025-12-22	2026-01-15	25.000000000000	26	43.000000000000	43.000000000000	34.677419354839	36.064516129	1.00000000000	0E-11	1.38709677416	RULE_NEW_ACTIVATION_STATUS_DATE_PM1	UNRESOLVED_EXCEL_PLATFORM_VALUE_DIFFERENCE	UNRESOLVED	simo_prod.ods.resource_res_vsim_cycle_history	2025-12-16	2026-01-16	2025-12-21	1	1	1	600111134	1	43.000000000000	2	600111130,600111134	Ready,Ready,Suspended	Available,Dispatched,Available,Unavailable			
