official_excel_billing_month	excel_source_file	imsi	excel_charge_type	excel_final_start_date	excel_final_end_date	excel_days	platform_calculated_days	excel_price	platform_calculated_price	excel_amount	platform_calculated_amount	day_diff	price_diff	amount_diff	rule_id	difference_reason	source_match_status	platform_product_id	platform_supplier_id	platform_product_name	platform_source_table	platform_cycle_start_date	platform_cycle_end_date	platform_activation_event_date	activation_date_distance	cycle_best_candidate_count	cycle_best_candidate_product_count	cycle_best_candidate_product_ids	snapshot_product_count	snapshot_platform_product_ids	excel_offstock_date	excel_new_card_imsi_replacement	excel_old_card_imsi_replaced
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016185810	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016185827	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016185830	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016185876	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016185886	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016185899	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016186714	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016186820	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016186830	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	083901622016186850	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000		43.000000000000		43.000000000000					RULE_FULL_CYCLE_NO_PLATFORM_CYCLE	MISSING_DATA_NO_CYCLE_HISTORY_FOR_SNAPSHOT_CARD	MISSING_DATA	60011878	2275	TMO 100GB Plan AT (3) (WA)	simo_prod.tc_cdr.sim_status_for_sftp_bak								1	60011878			
