product_id	product_name	supplier_id	package_price	package_price_withusd	monthly_rent	monthly_rent_withusd	product_time_zone	billing_cycle	product_status	product_name_in_supplier	product_create_time	product_modify_time
600111002	TMO 500GB DI BU MW (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-01-22 02:56:56	2025-10-15 07:16:05
600111005	ATT 300GB Plan AX HS (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-02-07 19:40:02	2025-10-15 07:15:14
600111013	ATT 100GB Plan MDP ET (H) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-02-20 01:15:17	2026-03-25 10:10:39
600111042	USC Plus 300GB Plan DC (2) (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-06-03 01:27:34	2025-10-15 07:13:03
600111059	ATT 400gb ATM MB T (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-07-02 01:15:57	2026-09-11 17:53:05
600111060	ATT 5G Unlimited DI (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-07-02 01:18:57	2025-10-15 07:11:29
600111061	TMO 5G Unlimited DI (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-07-02 01:25:19	2025-10-15 07:10:51
600111069	ATT 300GB Plan ATM RA 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:03:18	2026-03-24 01:23:50
600111070	ATT 300GB Plan PVP 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:05:06	2026-03-25 10:11:55
600111071	ATT 300GB Plan DC 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:07:49	2025-10-15 07:08:12
600111072	ATT 300GB Plan DI PV 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:10:23	2025-10-17 02:25:09
600111073	ATT 300GB Plan DF 5G(WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:14:46	2025-10-15 07:05:54
600111074	TMO Unlimited TT 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:16:22	2025-10-15 07:05:03
600111075	TMO 500GB DI BU MW 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:19:03	2025-10-15 07:04:13
600111076	TMO 300GB Plan DF MTR 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:20:56	2025-10-15 07:02:04
600111077	TMO 300GB Plan AT (1) (A) 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:22:10	2025-10-15 07:00:49
600111078	TMO 500GB VS BU 5G (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-09 02:23:38	2025-10-15 09:44:16
600111080	AT&T 300GB Plan HX RT 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:07:50	2025-10-15 06:58:59
600111081	ATT 300GB Plan DF 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:09:42	2025-10-15 06:58:08
600111082	ATT 300GB Plan DI PV 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:11:34	2025-10-17 02:25:41
600111083	TMO Unlimited TT 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:13:00	2025-10-15 09:33:49
600111084	TMO 300GB Plan AT (1) (A) 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:14:24	2025-10-15 09:43:48
600111085	TMO 500GB DI BU MW 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:16:21	2025-10-15 06:54:36
600111086	TMO 500GB VS BU 5G2 (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-09-17 01:18:00	2025-10-15 09:33:21
600111087	AT&T 150GB Plan ATM RT (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-09-20 06:53:37	2026-09-04 05:35:59
600111093	ATT 300GB Plan DF BU (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-10-02 14:16:40	2026-04-16 08:45:24
600111094	Unassigned(WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	0		2025-10-09 02:58:23	2026-09-08 09:57:17
600111103	北美日常终端测试	2275	43.000000000000		43.000000000000		GMT-5	1月	0		2025-11-03 05:20:44	2025-11-03 07:10:37
600111107	TMO 500GB DI BU MW (WA) testing	2275	62.000000000000		62.000000000000		GMT-5	1月	0		2025-11-11 02:48:45	2025-11-14 06:21:25
600111108	ATT 300GB Plan EC TB（WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-11-14 01:26:24	2025-11-14 01:26:24
600111109	AT&T 300GB Plan Air Test (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-11-14 05:59:43	2025-11-14 05:59:43
600111111	ATT 300GB Plan DI RC (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-11-18 01:03:24	2026-04-16 08:45:41
600111113	ATT 300GB Plan DF BU (2) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-11-20 01:24:09	2026-04-16 08:45:57
600111114	ATT 300GB Plan DF BU (3) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-11-20 01:25:39	2026-04-16 08:46:12
600111115	ATT 300GB Plan DF BU (4) (WA)	2275	62.000000000000		6.000000000000		GMT-5	1月	1		2025-11-20 01:26:56	2025-11-20 01:26:56
600111116	AT&T 300GB Plan RA (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-11-21 05:42:57	2026-04-16 08:46:27
600111119	ATT 100GB Plan DF ET (43) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-11-26 01:56:25	2026-03-25 10:12:49
600111120	ATT 100GB Plan VS ET (43) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-11-26 01:58:10	2026-03-25 10:13:15
600111121	ATT 100GB Plan PVP (33) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-11-26 02:10:18	2026-03-25 10:13:42
600111123	ATT 300GB Plan DF BU (5) (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-12-05 04:12:50	2025-12-05 04:12:50
600111124	ATT 100GB Plan PVP (36) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-05 04:19:07	2026-03-25 10:14:13
600111125	ATT 100GB Plan DF ET (45) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-05 04:19:56	2026-03-25 10:14:56
600111126	ATT 100GB Plan VS ET (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-05 04:20:43	2026-03-25 10:15:23
600111128	ATT 300GB Plan DI FS (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-12-18 02:14:18	2026-04-16 08:46:43
600111129	ATT 100GB Plan DI FS (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-18 02:16:41	2025-12-18 02:16:41
600111130	ATT 100GB Plan DI MM (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-18 02:18:09	2025-12-18 03:04:04
600111131	ATT 50GB Plan DI MM (WA) (For SDP)	2275	32.000000000000		32.000000000000		GMT-5	1月	1		2025-12-18 02:19:22	2025-12-25 01:35:13
600111132	ATT 100GB Plan DI CD (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-22 01:14:12	2025-12-22 01:14:12
600111133	ATT 300GB Plan DI SL (PI)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-22 01:15:17	2026-07-01 20:20:23
600111134	ATT 100GB Plan DI JL (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-22 01:16:25	2025-12-22 01:16:25
600111135	ATT 100GB Plan DI MZ (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-22 01:17:29	2025-12-22 01:17:29
600111136	ATT 100GB Plan EC (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-22 01:18:33	2025-12-22 01:18:33
600111138	AT&T 100GB Plan RA (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-24 01:00:00	2025-12-24 01:00:00
600111139	AT&T 300GB Plan HX RT (333) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2025-12-24 01:04:37	2026-04-16 08:47:00
600111141	ATT 100GB Plan XY PP (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2025-12-31 01:30:47	2025-12-31 01:30:47
600111142	ATT 60GB Plan AT SDP (WA)	2275	32.000000000000		32.000000000000		GMT-5	1月	1		2025-12-31 01:34:00	2026-05-29 18:04:22
600111145	AT&T 150GB Plan ATM RA (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-01-23 02:19:30	2026-05-21 00:58:03
600111146	TMO 300GB DI BU SL (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-01-23 02:59:23	2026-01-23 03:54:46
600111147	ATT 125GB Plan EC (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-01-23 05:55:24	2026-01-23 05:55:24
600111148	ATT 100GB Plan VS ET (39) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-01-27 03:04:03	2026-03-25 10:15:50
600111149	TMO 150GB Plan AT (1) (D) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-01-28 01:59:06	2026-03-23 21:05:14
600111150	AT&T 150GB Plan SP RA (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-01-31 03:26:43	2026-09-15 02:06:46
600111151	ATT 125GB Plan DF ET (43) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-02-01 01:48:17	2026-03-25 10:18:18
600111152	ATT 200GB Plan ZN ET (PI)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-02-13 07:41:07	2026-04-21 01:29:33
600111153	ATT 125GB Plan ZN ET (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-02-13 08:29:43	2026-03-25 10:19:30
600111154	ATT 300GB Plan DC RA (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-02-17 22:57:20	2026-05-23 02:39:05
600111155	AT&T 300GB Plan ATM RA (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-03-24 01:27:35	2026-03-24 01:27:35
600111161	ATT 300GB Plan DI LW (PI)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-03-27 02:34:38	2026-04-20 17:15:00
600111162	TMO 300GB DI BU RC (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-03-27 02:38:23	2026-06-01 01:03:48
600111165	TMO Unlimited SMP (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-03-31 22:46:51	2026-03-31 22:46:51
600111167	TMO 150GB Plan AT (1) (B) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-04-01 01:45:26	2026-04-01 01:45:26
600111168	TMO Unlimited SMP SM (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-01 02:28:55	2026-04-01 02:28:55
600111169	ATT 300GB Plan DF BU (6) (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-01 02:34:20	2026-04-01 02:34:20
600111170	ATT 100GB Plan VS ET 5G (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-04-03 01:10:20	2026-04-03 01:10:20
600111171	ATT 300GB Plan DI SL (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-03 01:13:59	2026-04-03 01:13:59
600111172	ATT 300GB Plan DI CA (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-03 01:14:48	2026-04-03 01:28:13
600111175	TMO Unlimited SMP (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-04 01:37:25	2026-04-04 01:37:25
600111176	TMO Unlimited TT (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-04 01:41:40	2026-04-04 01:41:40
600111177	TMO 300GB Plan AT (1) (D) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-04 01:44:47	2026-04-21 01:28:37
600111178	AT&T 100GB Plan RA (PI)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-04-04 01:47:47	2026-04-04 01:47:47
600111179	ATT 300GB Plan DF BU (4) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-04 01:51:19	2026-04-04 01:51:19
600111180	ATT 300GB Plan DF BU (5) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-04 01:54:37	2026-04-04 01:54:37
600111181	ATT 300GB Plan EC (2) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-04-28 21:24:59	2026-04-28 21:24:59
600111185	ATT 300GB Plan DF BU (7) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-01 07:59:43	2026-05-01 07:59:43
600111186	ATT 300GB Plan DF BU (8) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-01 08:00:41	2026-05-01 08:00:41
600111187	ATT 300GB Plan XY PP (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-04 18:40:57	2026-05-04 23:16:10
600111190	ATT 300GB Plan DF BU (9) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-05 21:48:26	2026-05-05 21:48:26
600111191	ATT 300GB Plan DI CF (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-08 01:46:25	2026-05-08 01:46:25
600111192	AT&T 300GB Plan ATM RA (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-08 22:44:39	2026-05-08 22:44:39
600111200	ATT 300GB Plan DI CA (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-22 16:42:36	2026-05-22 16:42:36
600111201	AT&T(Retired)	2275	62.000000000000		62.000000000000		GMT-5	1月	0		2026-05-22 22:10:23	2026-07-06 02:54:48
600111202	AT&T 300GB Plan SP RA (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-22 22:15:40	2026-05-22 22:15:40
600111203	TMO 300GB Plan AT (6) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-31 22:22:38	2026-05-31 22:22:38
600111204	ATT 300GB Plan DF BU (6) (PI)（Retired）	2275	62.000000000000		62.000000000000		GMT-5	1月	0		2026-05-31 23:28:13	2026-06-01 01:13:23
600111205	ATT 300GB Plan DF BU (6) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-05-31 23:34:03	2026-05-31 23:59:28
600111206	ATT 300GB Plan DI MZ (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-06-01 00:04:49	2026-06-01 00:04:49
600111207	TMO 300GB DI BU SL (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-06-01 01:04:27	2026-06-01 01:04:27
600111213	TMO 500GB VS BU (WA)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-06-03 17:52:59	2026-06-03 17:52:59
600111214	TMO 150GB Plan AT (1) (A) (WA)	2275	43.000000000000		43.000000000000		GMT-5	1月	1		2026-06-03 18:28:08	2026-09-15 02:12:59
600111217	ATT 300GB Plan DF BU (10) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-06-12 17:24:35	2026-06-12 17:24:35
600111218	ATT 300GB Plan DF BU (11) (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-06-12 19:04:39	2026-07-08 17:13:18
600111219	TMO 300GB DI BU RT (PI)	2275	62.000000000000		62.000000000000		GMT-5	1月	1		2026-06-16 00:50:53	2026-06-16 00:50:53
