result_type	invoice_batch_label	platform_card_key_type	platform_card_window_key	imsi	platform_product_id	platform_product_name	platform_price	platform_amount	platform_amount_basis	platform_cycle_start_date	platform_cycle_end_date	target_overlap_days	target_period_proof	excel_row_count	excel_distinct_imsi_count	excel_amount	formal_match_count	numeric_match_count	day_mismatch_count	price_mismatch_count	amount_mismatch_count	candidate_presence_count	bridge_reason	bridge_amount
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006050179||600111134||2025-12-16||2026-01-16	083901144006050179	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006051081||600111134||2025-12-16||2026-01-16	083901144006051081	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006053769||600111134||2025-12-16||2026-01-16	083901144006053769	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006055537||600111132||2025-12-11||2026-01-11	083901144006055537	600111132	ATT 100GB Plan DI CD (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-11	2026-01-11	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	27.741935483871	1	0	0	0	0	1	CHARGE_TYPE	15.25806451613
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006055575||600111134||2025-12-16||2026-01-16	083901144006055575	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006056208||600111134||2025-12-16||2026-01-16	083901144006056208	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006056722||600111134||2025-12-16||2026-01-16	083901144006056722	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006056839||600111134||2025-12-16||2026-01-16	083901144006056839	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006059523||600111134||2025-12-16||2026-01-16	083901144006059523	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006059690||600111134||2025-12-16||2026-01-16	083901144006059690	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006150061||600111134||2025-12-16||2026-01-16	083901144006150061	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006150094||600111134||2025-12-16||2026-01-16	083901144006150094	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006151882||600111134||2025-12-16||2026-01-16	083901144006151882	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006152217||600111134||2025-12-16||2026-01-16	083901144006152217	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006152946||600111134||2025-12-16||2026-01-16	083901144006152946	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006154669||600111134||2025-12-16||2026-01-16	083901144006154669	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006155618||600111134||2025-12-16||2026-01-16	083901144006155618	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006156605||600111134||2025-12-16||2026-01-16	083901144006156605	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006157964||600111134||2025-12-16||2026-01-16	083901144006157964	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006158974||600111134||2025-12-16||2026-01-16	083901144006158974	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
CARD_BRIDGE	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144006250758||600111134||2025-12-16||2026-01-16	083901144006250758	600111134	ATT 100GB Plan DI JL (WA)	43.000000000000	43.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-12-16	2026-01-16	16	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	1	34.677419354839	1	0	0	0	0	1	CHARGE_TYPE	8.32258064516
