billing_month	imsi	presence_days	first_seen_d	last_seen_d	base_presence_days	min_cycle_start_ts_raw	max_cycle_start_ts_raw	min_cycle_end_ts_raw	max_cycle_end_ts_raw	min_cycle_start_after_month_start	max_cycle_end_d	distinct_product_id_count	wa_product_id_count	missing_product_id_count	distinct_wa_package_price_count	wa_package_prices_observed	wa_product_ids_observed	platform_scope_status	platform_price_if_unique	cycle_event_count_all_window	cycle_event_count_in_month	cycle_start_d5	offstock_event_count_in_month	offstock_d5	activation_d5	activation_event_count_in_window
2025-10	083901144004491727	31	2025-10-01	2025-10-31	31	09/23/2025 05:00:00	10/23/2025 05:00:00	10/23/2025 04:59:59	11/23/2025 04:59:59	2025-10-23	2025-11-23	1	1	0	1	62.0	60011993	WA_PRODUCT_MATCH	62.0	8	1	2025-10-23	0			0
2025-10	083901144004696834	31	2025-10-01	2025-10-31	31	09/23/2025 05:00:00	10/23/2025 05:00:00	10/23/2025 04:59:59	11/23/2025 04:59:59	2025-10-23	2025-11-23	1	1	0	1	62.0	60011993	WA_PRODUCT_MATCH	62.0	8	1	2025-10-23	0			0
2025-10	083901144004897746	31	2025-10-01	2025-10-31	31	09/23/2025 05:00:00	10/23/2025 05:00:00	10/23/2025 04:59:59	11/23/2025 04:59:59	2025-10-23	2025-11-23	1	1	0	1	62.0	60011993	WA_PRODUCT_MATCH	62.0	8	1	2025-10-23	0			0
2025-10	083901144012070041	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	7	1	2025-10-22	0	2025-11-21		0
2025-10	083901144012070388	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012070803	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071007	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071025	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071038	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	7	1	2025-10-22	0	2025-11-21		0
2025-10	083901144012071441	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071454	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071676	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	7	1	2025-10-22	0	2025-11-21		0
2025-10	083901144012071798	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071871	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012071922	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
2025-10	083901144012072386	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	7	1	2025-10-22	0	2025-11-21		0
2025-10	083901144012072489	31	2025-10-01	2025-10-31	31	09/22/2025 05:00:00	10/22/2025 05:00:00	10/22/2025 04:59:59	11/22/2025 04:59:59	2025-10-22	2025-11-22	1	1	0	1	62.0	60011828	WA_PRODUCT_MATCH	62.0	8	1	2025-10-22	0			0
