result_type	invoice_batch_label	excel_row_id	excel_source_file	observed_start_month	imsi	excel_product_name	charge_type	excel_final_start_date	excel_final_end_date	excel_days	excel_price	excel_amount	platform_candidate_count	bridge_amount
WA_ONLY	2025-12	4850117c376e30108a244c4d05846cbed63527cc71c01d635b040eacfcda31a1#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016185810	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	9ff9d837eebc9e2161eb20fedb2fbe7293c8d816168dbd7dca6784c597b4e8b0#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016185827	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	8ffcf0c4d12aac6e070852b8b9c566c5127b190b2a47f60d478a6481eba7417c#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016185830	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	3d43883491e9cfac1301a8ae57a4edd02fba0bd6f7a0df7bd7a089e31df365b8#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016185876	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	fabfc972937e036a634cae2cb59953e434d4dc1f4bdc2d40927f2d509b2df5ff#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016185886	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	34135e6a4a7de42cbe6c9d6fda1375ed2eb91e4e1bc1a49a511e7f7bd67bfe5e#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016185899	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	acee03330c1a2af2a8fbb6a689da46cced4bdb0d8e278b8a0687139dab5e52d6#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016186714	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	c39e47fbb2a6b00b05bd7243a4250f478bb580dd35c873a0e6133f715b988121#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016186820	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	23d8276645441e67f6dfa5429cda43cc15d35ca2ba5dbdf24b597f1ad74b69cc#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016186830	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	453be7949466c6213653663b9562c714362841d55299ed943c763b7acad5e9c5#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016186850	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2025-12	9e5d24312a31cbb47668d0a7c5b04f5e604b3f3293fd53371b3cf35af7ca7573#1	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	083901622016186866	TMO 100GB Plan AT (3) (WA)	Full Cycle Charge	2025-12-12	2026-01-11	31.000000000000	43.000000000000	43.000000000000	0	-43.000000000000
WA_ONLY	2026-02	aa031e43ae7bd549e961881c77a6a703ab0c41dd83384a746ab620c7fa5d8279#1	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx		083901300080582213	ATT 300GB Plan DC (WA)	Offstocked before cycle start				62.000000000000		0	
WA_ONLY	2026-02	369bb0e9786085e3c94cd8e1e859307fce8df54cb7933de3210863c4a7f0d154#1	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	083901516061122365	ATT 100GB Plan PVP (33) (WA)	New Activation: Prorated-in Charge	2026-02-26	2026-03-20	23.000000000000	43.000000000000	35.321428571429	0	-35.321428571429
WA_ONLY	2026-02	82076f2567c819cab098384cb208e22de4de5e3e8d92d1cc169f1cd8fdc1367b#1	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	083901516061410944	ATT 100GB Plan PVP (33) (WA)	New Activation: Prorated-in Charge	2026-02-26	2026-03-14	17.000000000000	43.000000000000	26.107142857143	0	-26.107142857143
