billing_month	imsi	invoice_line_no	excel_product_id	excel_product_name	excel_iccid	charge_type	join_status	xl_start_d	xl_end_d	xl_days	xl_rate	xl_charge	candidate_rule	candidate_start_d	candidate_end_d	candidate_days	candidate_days_plus1_minus1	candidate_days_activation_end_inclusive	platform_calculated_days	platform_calculated_price	platform_calculated_amount	days_difference	price_difference	amount_difference	candidate_window_status	wa_product_ids_observed	wa_product_names_observed	wa_package_prices_observed	wa_product_create_times_observed	wa_product_modify_times_observed	product_mapping_status	platform_price_status	day_validation_status	price_validation_status	event_window_start_ts	event_window_end_ts	cycle_start_d5	max_cycle_end_d	offstock_d5	activation_d5	source_file
2025-11	083901143008430841						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436704						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436714						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436724						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436758						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436767						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436768						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436777						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436778						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
2025-11	083901143008436787						PLATFORM_ONLY						UNRESOLVED_CHARGE_TYPE							43.0					UNRESOLVED_MISSING_LIFECYCLE_FIELD	600111094	Unassigned(WA)	43.0	2025-10-09 02:58:23	2026-09-08 09:57:17	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	05/01/2025 00:00:00	01/15/2026 00:00:00					
