result_type	invoice_batch_label	platform_card_key_type	platform_card_window_key	imsi	platform_supplier_id	platform_product_id	platform_product_name	platform_price	platform_amount	platform_amount_basis	platform_cycle_start_date	platform_cycle_end_date	target_overlap_days	target_period_proof	platform_source_row_count	candidate_presence_count	bridge_reason	bridge_amount
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012070388||60011828||2025-11-22||2025-12-22	083901144012070388	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012070803||60011828||2025-11-22||2025-12-22	083901144012070803	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071007||60011828||2025-11-22||2025-12-22	083901144012071007	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071025||60011828||2025-11-22||2025-12-22	083901144012071025	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071441||60011828||2025-11-22||2025-12-22	083901144012071441	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071454||60011828||2025-11-22||2025-12-22	083901144012071454	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071798||60011828||2025-11-22||2025-12-22	083901144012071798	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071871||60011828||2025-11-22||2025-12-22	083901144012071871	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012071922||60011828||2025-11-22||2025-12-22	083901144012071922	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
PLATFORM_ONLY	2025-12	IMSI_PRODUCT_EFFECTIVE_WINDOW	2025-12||083901144012072489||60011828||2025-11-22||2025-12-22	083901144012072489	2275	60011828	ATT 300GB Plan AX (WA)	62.000000000000	62.000000000000	FULL_CYCLE_PACKAGE_PRICE	2025-11-22	2025-12-22	21	OVERLAP_ONLY_CYCLE_CROSSES_TARGET_BOUNDARY	1	0	PLATFORM_ONLY	62.00000000000
