official_excel_billing_month	observed_start_month	imsi	charge_type	excel_cycle_start_date	excel_cycle_end_date	excel_final_start_date	excel_final_end_date	excel_days	excel_price	excel_amount	platform_product_id	platform_product_name	platform_cycle_start_date	platform_cycle_end_date	platform_calculated_price	platform_calculated_days	platform_calculated_amount	day_diff	price_diff	amount_diff	platform_candidate_count	rule_id	numeric_match_status	source_match_status	difference_reason	status_snapshot_row_count_20251011	status_log_row_count_target_months
2025-09	2025-09	083901300080581202	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	7
2025-09	2025-09	083901300080581208	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	4
2025-09	2025-09	083901300080581211	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	6
2025-09	2025-09	083901300080581215	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	8
2025-09	2025-09	083901300080581216	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	8
2025-09	2025-09	083901300080581221	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	12
2025-09	2025-09	083901300080581226	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	5
2025-09	2025-09	083901300080581229	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	3
2025-09	2025-09	083901300080581232	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	6
2025-09	2025-09	083901300080581233	Full Rate	2025-09-05	2025-10-04	2025-09-05	2025-10-04	30.000000000000	62.000000000000	62.000000000000	60011785	ATT 300GB Plan DC (PI)	2025-09-05	2025-10-05	62.000000000000	30.000000000000	62.000000000000	0E-11	0E-11	0E-11	1	R_FULL_CYCLE_PRICE	MATCHED	MISSING_MAPPING	NUMERIC_MATCH_BUT_EXCEL_PRODUCT_ID_NULL	1463	9
